,DateTime,REGION_ID,SPEED
108057,2015-01-05 20:30:00,21,22.5
108058,2015-01-05 20:30:00,22,19.09
108059,2015-01-05 20:30:00,23,17.73
108060,2015-01-05 20:30:00,24,17.32
108061,2015-01-05 20:30:00,25,21.82
108062,2015-01-05 20:30:00,26,22.5
108063,2015-01-05 20:30:00,27,21.82
108064,2015-01-05 20:30:00,28,24.55
108065,2015-01-05 20:30:00,29,27.27
108066,2015-01-05 20:20:00,1,17.73
108067,2015-01-05 20:20:00,2,21.82
108068,2015-01-05 20:20:00,3,18.41
108069,2015-01-05 20:20:00,4,18.41
108070,2015-01-05 20:20:00,5,20.45
108071,2015-01-05 20:20:00,6,19.09
108072,2015-01-05 20:20:00,7,18.41
108073,2015-01-05 20:20:00,8,17.05
108074,2015-01-05 20:20:00,9,18.55
108075,2015-01-05 20:20:00,10,18.41
108076,2015-01-05 20:20:00,11,20.45
108077,2015-01-05 20:20:00,12,17.73
108078,2015-01-05 20:20:00,13,15.68
108079,2015-01-05 20:20:00,14,21.14
108080,2015-01-05 20:20:00,15,23.18
108081,2015-01-05 20:20:00,16,26.59
108082,2015-01-05 20:20:00,17,21.14
108083,2015-01-05 20:20:00,18,21.14
108084,2015-01-05 20:20:00,19,22.5
108085,2015-01-05 20:20:00,20,21.82
108086,2015-01-05 20:20:00,21,26.18
108087,2015-01-05 20:20:00,22,21.82
108088,2015-01-05 20:20:00,23,17.05
108089,2015-01-05 20:20:00,24,20.45
108090,2015-01-05 20:20:00,25,21.14
108091,2015-01-05 20:20:00,26,20.45
108092,2015-01-05 20:20:00,27,23.18
108093,2015-01-05 20:20:00,28,37.74
108094,2015-01-05 20:20:00,29,19.09
108095,2015-01-05 20:10:00,1,19.77
108096,2015-01-05 20:10:00,2,22.5
108097,2015-01-05 20:10:00,3,19.77
108098,2015-01-05 20:10:00,4,19.09
108099,2015-01-05 20:10:00,5,20.45
108100,2015-01-05 20:10:00,6,19.09
108101,2015-01-05 20:10:00,7,19.09
108102,2015-01-05 20:10:00,8,18.41
108103,2015-01-05 20:10:00,9,19.77
108104,2015-01-05 20:10:00,10,19.09
108105,2015-01-05 20:10:00,11,20.45
108106,2015-01-05 20:10:00,12,17.05
108107,2015-01-05 20:10:00,13,15.68
108108,2015-01-05 20:10:00,14,23.93
108109,2015-01-05 20:10:00,15,23.18
108110,2015-01-05 20:10:00,16,24.07
108111,2015-01-05 20:10:00,17,23.93
108112,2015-01-05 20:10:00,18,21.82
108113,2015-01-05 20:10:00,19,24.55
108114,2015-01-05 20:10:00,20,22.5
108115,2015-01-05 20:10:00,21,22.5
108116,2015-01-05 20:10:00,22,22.5
